time,open,high,low,close,Volume,Volume MA
2007-08-08,0.519,0.632,0.507,0.609,NaN,NaN
2007-08-09,0.595,0.794,0.595,0.641,NaN,NaN
2007-08-10,0.85,0.894,0.579,0.581,NaN,NaN
2007-08-13,0.634,0.718,0.61,0.682,NaN,NaN
2007-08-14,0.552,1.073,0.527,1.073,NaN,NaN
2007-08-15,0.855,1.081,0.855,1.047,NaN,NaN
2007-08-16,1.024,1.222,1.009,1.015,NaN,NaN
2007-08-17,0.45,0.767,0.45,0.749,NaN,NaN
2007-08-20,0.584,0.637,0.503,0.617,NaN,NaN
2007-08-21,0.592,0.624,0.486,0.613,NaN,NaN
2007-08-22,0.571,0.65,0.488,0.618,NaN,NaN
2007-08-23,0.593,0.725,0.582,0.703,NaN,NaN
2007-08-24,0.65,0.74,0.633,0.686,NaN,NaN
2007-08-27,0.587,0.677,0.534,0.666,NaN,NaN
2007-08-28,0.709,0.868,0.639,0.868,NaN,NaN
2007-08-29,0.659,0.765,0.634,0.687,NaN,NaN
2007-08-30,0.757,0.767,0.561,0.653,NaN,NaN
2007-08-31,0.707,0.782,0.599,0.641,NaN,NaN
2007-09-04,0.626,0.68,0.569,0.615,NaN,NaN
2007-09-05,0.683,0.875,0.589,0.74,NaN,NaN
2007-09-06,0.545,0.65,0.5,0.626,NaN,NaN
2007-09-07,0.756,0.781,0.633,0.765,NaN,NaN
2007-09-10,0.818,0.818,0.661,0.788,NaN,NaN
2007-09-11,0.628,0.829,0.548,0.829,NaN,NaN
2007-09-12,0.603,0.695,0.577,0.584,NaN,NaN
2007-09-13,0.558,0.621,0.506,0.616,NaN,NaN
2007-09-14,0.748,0.748,0.602,0.642,NaN,NaN
2007-09-17,0.592,0.663,0.51,0.659,NaN,NaN
2007-09-18,0.812,0.824,0.617,0.687,NaN,NaN
2007-09-19,0.494,0.596,0.426,0.578,NaN,NaN
2007-09-20,0.531,0.568,0.481,0.56,NaN,NaN
2007-09-21,0.459,0.554,0.447,0.529,NaN,NaN
2007-09-24,0.499,0.62,0.469,0.615,NaN,NaN
2007-09-25,0.698,0.773,0.602,0.745,NaN,NaN
2007-09-26,0.478,0.646,0.455,0.601,NaN,NaN
2007-09-27,0.459,0.596,0.459,0.584,NaN,NaN
2007-09-28,0.523,0.902,0.523,0.771,NaN,NaN
2007-10-01,0.46,0.589,0.46,0.569,NaN,NaN
2007-10-02,0.472,0.65,0.472,0.65,NaN,NaN
2007-10-03,0.585,0.59,0.476,0.585,NaN,NaN
2007-10-04,0.539,0.668,0.457,0.496,NaN,NaN
2007-10-05,0.546,0.635,0.529,0.562,NaN,NaN
2007-10-08,0.463,0.546,0.463,0.504,NaN,NaN
2007-10-09,0.46,0.596,0.394,0.594,NaN,NaN
2007-10-10,0.514,0.561,0.386,0.56,NaN,NaN
2007-10-11,0.386,0.646,0.358,0.588,NaN,NaN
2007-10-12,0.581,0.583,0.47,0.567,NaN,NaN
2007-10-15,0.371,0.56,0.371,0.527,NaN,NaN
2007-10-16,0.657,0.807,0.629,0.746,NaN,NaN
2007-10-17,0.482,0.684,0.482,0.662,NaN,NaN
2007-10-18,0.693,0.739,0.542,0.542,NaN,NaN
2007-10-19,0.606,0.733,0.606,0.718,NaN,NaN
2007-10-22,0.628,0.739,0.628,0.659,NaN,NaN
2007-10-23,0.459,0.642,0.458,0.638,NaN,NaN
2007-10-24,0.628,0.802,0.597,0.731,NaN,NaN
2007-10-25,0.571,0.766,0.496,0.759,NaN,NaN
2007-10-26,0.53,0.56,0.49,0.53,NaN,NaN
2007-10-29,0.358,0.609,0.358,0.571,NaN,NaN
2007-10-30,0.462,0.831,0.462,0.803,NaN,NaN
2007-10-31,0.504,0.578,0.439,0.466,NaN,NaN
2007-11-01,0.584,0.79,0.576,0.687,NaN,NaN
2007-11-02,0.618,0.741,0.601,0.704,NaN,NaN
2007-11-05,0.613,0.72,0.58,0.674,NaN,NaN
2007-11-06,0.579,0.676,0.477,0.671,NaN,NaN
2007-11-07,0.521,0.682,0.521,0.674,NaN,NaN
2007-11-08,0.476,0.819,0.467,0.799,NaN,NaN
2007-11-09,0.685,0.803,0.678,0.697,NaN,NaN
2007-11-12,0.653,0.749,0.542,0.585,NaN,NaN
2007-11-13,0.63,0.833,0.567,0.833,NaN,NaN
2007-11-14,0.572,0.671,0.525,0.624,NaN,NaN
2007-11-15,0.726,0.804,0.716,0.797,NaN,NaN
2007-11-16,0.7,1.264,0.7,0.97,NaN,NaN
2007-11-19,0.434,0.67,0.434,0.657,NaN,NaN
2007-11-20,0.553,0.815,0.544,0.791,NaN,NaN
2007-11-21,0.785,0.895,0.755,0.802,NaN,NaN
2007-11-23,0.534,0.586,0.449,0.543,NaN,NaN
2007-11-26,0.588,0.7,0.557,0.699,NaN,NaN
2007-11-27,0.453,0.665,0.438,0.545,NaN,NaN
2007-11-28,0.629,0.636,0.541,0.565,NaN,NaN
2007-11-29,0.405,0.595,0.405,0.588,NaN,NaN
2007-11-30,0.573,0.693,0.573,0.679,NaN,NaN
2007-12-03,0.574,0.836,0.562,0.606,NaN,NaN
2007-12-04,0.601,0.898,0.541,0.873,NaN,NaN
2007-12-05,0.509,0.631,0.492,0.629,NaN,NaN
2007-12-06,0.652,0.669,0.537,0.549,NaN,NaN
2007-12-07,0.479,0.607,0.472,0.605,NaN,NaN
2007-12-10,0.522,0.739,0.466,0.671,NaN,NaN
2007-12-11,0.639,0.783,0.573,0.782,NaN,NaN
2007-12-12,0.54,0.702,0.532,0.678,NaN,NaN
2007-12-13,0.503,0.844,0.449,0.734,NaN,NaN
2007-12-14,0.662,0.682,0.586,0.619,NaN,NaN
2007-12-17,0.49,0.645,0.49,0.641,NaN,NaN
2007-12-18,0.611,0.762,0.611,0.741,NaN,NaN
2007-12-19,0.88,0.965,0.677,0.685,NaN,NaN
2007-12-20,0.537,0.778,0.385,0.42,NaN,NaN
2007-12-21,0.512,0.685,0.505,0.636,NaN,NaN
2007-12-24,0.473,0.72,0.433,0.72,NaN,NaN
2007-12-26,0.608,0.859,0.575,0.644,NaN,NaN
2007-12-27,0.557,0.701,0.537,0.592,NaN,NaN
2007-12-28,0.349,0.597,0.349,0.563,NaN,NaN
2007-12-31,0.628,0.803,0.531,0.674,NaN,NaN
2008-01-02,0.702,0.802,0.499,0.783,NaN,NaN
2008-01-03,0.49,0.851,0.49,0.601,NaN,NaN
2008-01-04,0.682,1.012,0.624,0.694,NaN,NaN
2008-01-07,0.616,0.81,0.574,0.773,NaN,NaN
2008-01-08,0.689,0.964,0.606,0.964,NaN,NaN
2008-01-09,0.701,0.824,0.611,0.751,NaN,NaN
2008-01-10,0.665,0.807,0.665,0.719,NaN,NaN
2008-01-11,0.723,1.197,0.676,0.705,NaN,NaN
2008-01-14,0.656,0.761,0.651,0.702,NaN,NaN
2008-01-15,0.741,1.064,0.724,1.059,NaN,NaN
2008-01-16,0.81,0.938,0.759,0.862,NaN,NaN
2008-01-17,0.912,1.05,0.822,0.991,NaN,NaN
2008-01-18,0.78,0.999,0.78,0.988,NaN,NaN
2008-01-22,0.855,0.914,0.727,0.73,NaN,NaN
2008-01-23,0.675,0.823,0.611,0.751,NaN,NaN
2008-01-24,0.619,0.67,0.582,0.593,NaN,NaN
2008-01-25,0.478,0.665,0.464,0.665,NaN,NaN
2008-01-28,0.789,0.789,0.634,0.638,NaN,NaN
2008-01-29,0.597,0.657,0.514,0.657,NaN,NaN
2008-01-30,0.661,0.751,0.594,0.625,NaN,NaN
2008-01-31,1.048,1.104,0.697,0.697,NaN,NaN
2008-02-01,0.503,0.619,0.503,0.563,NaN,NaN
2008-02-04,0.585,0.709,0.585,0.682,NaN,NaN
2008-02-05,0.793,0.95,0.657,0.939,NaN,NaN
2008-02-06,0.685,0.81,0.672,0.807,NaN,NaN
2008-02-07,0.788,0.953,0.715,0.9,NaN,NaN
2008-02-08,0.754,0.804,0.664,0.784,NaN,NaN
2008-02-11,0.644,0.764,0.64,0.678,NaN,NaN
2008-02-12,0.702,0.778,0.59,0.778,NaN,NaN
2008-02-13,0.653,0.863,0.626,0.76,NaN,NaN
2008-02-14,0.675,0.773,0.638,0.737,NaN,NaN
2008-02-15,0.603,0.782,0.603,0.777,NaN,NaN
2008-02-19,0.527,0.661,0.459,0.66,NaN,NaN
2008-02-20,0.65,0.78,0.546,0.7,NaN,NaN
2008-02-21,0.584,0.713,0.516,0.713,NaN,NaN
2008-02-22,0.863,1.065,0.838,0.84,NaN,NaN
2008-02-25,0.496,0.695,0.412,0.657,NaN,NaN
2008-02-26,0.735,0.862,0.615,0.788,NaN,NaN
2008-02-27,0.596,0.855,0.596,0.74,NaN,NaN
2008-02-28,0.716,1.049,0.716,0.974,NaN,NaN
2008-02-29,0.894,0.984,0.778,0.833,NaN,NaN
2008-03-03,0.703,0.946,0.664,0.791,NaN,NaN
2008-03-04,0.69,1.005,0.69,0.939,NaN,NaN
2008-03-05,0.686,0.705,0.569,0.676,NaN,NaN
2008-03-06,0.858,1.12,0.817,1.119,NaN,NaN
2008-03-07,0.882,0.981,0.844,0.926,NaN,NaN
2008-03-10,1.048,1.104,0.697,0.697,NaN,NaN
2008-03-11,0.715,0.893,0.65,0.876,NaN,NaN
2008-03-12,0.786,1.086,0.751,0.842,NaN,NaN
2008-03-13,0.872,1.14,0.813,0.813,NaN,NaN
2008-03-14,1.048,1.104,0.697,0.697,NaN,NaN
2008-03-17,1.021,1.431,1.021,1.371,NaN,NaN
2008-03-18,0.806,0.809,0.794,0.801,NaN,NaN
2008-03-19,0.709,0.9,0.598,0.894,NaN,NaN
2008-03-20,0.928,1.018,0.844,0.849,NaN,NaN
2008-03-24,0.616,0.696,0.516,0.648,NaN,NaN
2008-03-25,0.616,0.818,0.59,0.771,NaN,NaN
2008-03-26,0.63,0.786,0.614,0.771,NaN,NaN
2008-03-27,0.589,0.924,0.55,0.814,NaN,NaN
2008-03-28,0.611,1.04,0.611,0.862,NaN,NaN
2008-03-31,0.824,0.943,0.726,0.849,NaN,NaN
2008-04-01,0.582,0.966,0.58,0.808,NaN,NaN
2008-04-02,0.778,0.928,0.721,0.782,NaN,NaN
2008-04-03,0.712,0.848,0.709,0.848,NaN,NaN
2008-04-04,0.853,0.866,0.653,0.82,NaN,NaN
2008-04-07,0.623,0.746,0.593,0.745,NaN,NaN
2008-04-08,0.893,0.917,0.814,0.895,NaN,NaN
2008-04-09,0.798,0.928,0.637,0.906,NaN,NaN
2008-04-10,0.713,0.874,0.65,0.789,NaN,NaN
2008-04-11,0.796,0.997,0.796,0.903,NaN,NaN
2008-04-14,0.877,1.042,0.813,0.853,NaN,NaN
2008-04-15,0.834,1.026,0.767,0.972,NaN,NaN
2008-04-16,0.684,0.798,0.608,0.741,NaN,NaN
2008-04-17,0.819,0.853,0.757,0.775,NaN,NaN
2008-04-18,0.618,0.671,0.561,0.603,NaN,NaN
2008-04-21,0.682,0.682,0.561,0.625,NaN,NaN
2008-04-22,0.889,0.889,0.658,0.709,NaN,NaN
2008-04-23,0.514,0.752,0.514,0.742,NaN,NaN
2008-04-24,0.647,0.734,0.599,0.718,NaN,NaN
2008-04-25,0.716,0.772,0.589,0.732,NaN,NaN
2008-04-28,0.787,0.787,0.644,0.675,NaN,NaN
2008-04-29,0.567,0.868,0.556,0.864,NaN,NaN
2008-04-30,0.677,0.693,0.627,0.685,NaN,NaN
2008-05-01,0.692,0.699,0.567,0.584,NaN,NaN
2008-05-02,0.662,0.693,0.534,0.647,NaN,NaN
2008-05-05,0.586,0.695,0.535,0.686,NaN,NaN
2008-05-06,0.593,0.665,0.538,0.574,NaN,NaN
2008-05-07,0.561,0.689,0.561,0.678,NaN,NaN
2008-05-08,0.578,0.661,0.529,0.619,NaN,NaN
2008-05-09,0.649,0.813,0.563,0.711,NaN,NaN
2008-05-12,0.597,0.731,0.459,0.691,NaN,NaN
2008-05-13,0.518,0.75,0.518,0.628,NaN,NaN
2008-05-14,0.611,0.643,0.501,0.643,NaN,NaN
2008-05-15,0.632,0.632,0.495,0.608,NaN,NaN
2008-05-16,0.5,0.655,0.5,0.595,NaN,NaN
2008-05-19,0.605,0.61,0.452,0.609,NaN,NaN
2008-05-20,0.607,0.857,0.586,0.715,NaN,NaN
2008-05-21,0.503,0.872,0.494,0.797,NaN,NaN
2008-05-22,0.481,0.656,0.473,0.656,NaN,NaN
2008-05-23,0.585,0.772,0.537,0.76,NaN,NaN
2008-05-27,0.871,0.886,0.681,0.682,NaN,NaN
2008-05-28,0.604,0.713,0.588,0.644,NaN,NaN
2008-05-29,0.653,0.675,0.498,0.675,NaN,NaN
2008-05-30,0.502,0.637,0.499,0.626,NaN,NaN
2008-06-02,0.599,0.851,0.599,0.783,NaN,NaN
2008-06-03,0.609,1.334,0.609,0.845,NaN,NaN
2008-06-04,1.108,1.108,0.679,0.781,NaN,NaN
2008-06-05,0.604,0.742,0.517,0.727,NaN,NaN
2008-06-06,0.552,0.784,0.552,0.775,NaN,NaN
2008-06-09,0.606,0.791,0.606,0.791,NaN,NaN
2008-06-10,0.644,0.904,0.644,0.806,NaN,NaN
2008-06-11,0.605,0.875,0.597,0.851,NaN,NaN
2008-06-12,0.729,0.828,0.722,0.795,NaN,NaN
2008-06-13,0.71,0.785,0.636,0.764,NaN,NaN
2008-06-16,0.638,0.812,0.612,0.802,NaN,NaN
2008-06-17,0.647,0.761,0.588,0.753,NaN,NaN
2008-06-18,0.713,0.924,0.713,0.85,NaN,NaN
2008-06-19,0.676,0.885,0.64,0.759,NaN,NaN
2008-06-20,0.9,0.931,0.742,0.922,NaN,NaN
2008-06-23,0.521,0.698,0.521,0.696,NaN,NaN
2008-06-24,0.666,0.791,0.641,0.722,NaN,NaN
2008-06-25,0.672,0.82,0.606,0.694,NaN,NaN
2008-06-26,0.717,0.832,0.708,0.816,NaN,NaN
2008-06-27,0.655,0.87,0.655,0.835,NaN,NaN
2008-06-30,0.688,0.864,0.631,0.857,NaN,NaN
2008-07-01,0.779,0.917,0.767,0.804,NaN,NaN
2008-07-02,0.582,0.819,0.572,0.734,NaN,NaN
2008-07-03,0.727,0.937,0.645,0.853,NaN,NaN
2008-07-07,0.786,0.995,0.724,0.937,NaN,NaN
2008-07-08,0.879,1.07,0.774,0.775,NaN,NaN
2008-07-09,0.702,0.88,0.659,0.88,NaN,NaN
2008-07-10,0.856,1.13,0.846,0.958,NaN,NaN
2008-07-11,0.881,1.021,0.881,0.89,NaN,NaN
2008-07-14,0.67,1.057,0.67,1.05,NaN,NaN
2008-07-15,0.827,1.099,0.816,1.017,NaN,NaN
2008-07-16,0.681,0.846,0.577,0.788,NaN,NaN
2008-07-17,0.595,0.791,0.536,0.769,NaN,NaN
2008-07-18,0.71,0.734,0.661,0.731,NaN,NaN
2008-07-21,0.555,0.718,0.532,0.698,NaN,NaN
2008-07-22,0.738,0.84,0.736,0.809,NaN,NaN
2008-07-23,0.53,0.684,0.496,0.684,NaN,NaN
2008-07-24,0.576,0.817,0.574,0.817,NaN,NaN
2008-07-25,0.816,0.944,0.769,0.78,NaN,NaN
2008-07-28,0.612,0.781,0.612,0.781,NaN,NaN
2008-07-29,0.607,0.802,0.607,0.711,NaN,NaN
2008-07-30,0.52,0.759,0.52,0.735,NaN,NaN
2008-07-31,0.692,0.761,0.636,0.736,NaN,NaN
2008-08-01,0.721,0.948,0.683,0.854,NaN,NaN
2008-08-04,0.642,0.832,0.642,0.707,NaN,NaN
2008-08-05,0.514,0.676,0.514,0.605,NaN,NaN
2008-08-06,0.664,0.765,0.591,0.745,NaN,NaN
2008-08-07,0.733,0.836,0.662,0.824,NaN,NaN
2008-08-08,0.644,0.733,0.537,0.622,NaN,NaN
2008-08-11,0.647,0.887,0.589,0.731,NaN,NaN
2008-08-12,0.703,0.872,0.663,0.774,NaN,NaN
2008-08-13,0.76,0.975,0.76,0.776,NaN,NaN
2008-08-14,0.74,0.747,0.602,0.701,NaN,NaN
2008-08-15,0.717,0.731,0.616,0.704,NaN,NaN
2008-08-18,0.629,0.756,0.618,0.752,NaN,NaN
2008-08-19,0.784,1.063,0.718,0.88,NaN,NaN
2008-08-20,0.716,0.886,0.715,0.77,NaN,NaN
2008-08-21,0.554,0.674,0.481,0.671,NaN,NaN
2008-08-22,0.811,0.811,0.585,0.601,NaN,NaN
2008-08-25,0.701,0.717,0.585,0.709,NaN,NaN
2008-08-26,0.81,0.834,0.712,0.808,NaN,NaN
2008-08-27,0.597,0.757,0.597,0.72,NaN,NaN
2008-08-28,0.671,0.758,0.647,0.712,NaN,NaN
2008-08-29,0.712,0.837,0.663,0.706,NaN,NaN
2008-09-02,0.622,0.729,0.56,0.72,NaN,NaN
2008-09-03,0.664,0.726,0.618,0.686,NaN,NaN
2008-09-04,0.735,0.835,0.62,0.763,NaN,NaN
2008-09-05,0.745,0.864,0.676,0.802,NaN,NaN
2008-09-08,0.485,0.803,0.485,0.793,NaN,NaN
2008-09-09,0.822,1.004,0.77,0.991,NaN,NaN
2008-09-10,0.722,0.962,0.67,0.884,NaN,NaN
2008-09-11,0.935,1.012,0.745,0.813,NaN,NaN
2008-09-12,0.75,0.9,0.665,0.888,NaN,NaN
2008-09-15,0.989,1.429,0.989,1.191,NaN,NaN
2008-09-16,0.954,1.271,0.954,0.97,NaN,NaN
2008-09-17,0.712,1.187,0.712,1.096,NaN,NaN
2008-09-18,0.629,1.01,0.588,0.818,NaN,NaN
2008-09-19,0.295,0.549,0.274,0.548,NaN,NaN
2008-09-22,0.445,0.744,0.445,0.744,NaN,NaN
2008-09-23,0.716,0.958,0.716,0.821,NaN,NaN
2008-09-24,0.461,0.777,0.461,0.77,NaN,NaN
2008-09-25,0.644,0.753,0.533,0.68,NaN,NaN
2008-09-26,0.782,0.95,0.782,0.861,NaN,NaN
2008-09-29,0.893,1.049,0.762,0.875,NaN,NaN
2008-09-30,0.976,1.009,0.781,0.789,NaN,NaN
2008-10-01,0.764,0.885,0.735,0.762,NaN,NaN
2008-10-02,0.666,1.195,0.643,0.922,NaN,NaN
2008-10-03,0.513,0.782,0.487,0.782,NaN,NaN
2008-10-06,0.876,1.223,0.876,0.994,NaN,NaN
2008-10-07,0.726,0.993,0.726,0.967,NaN,NaN
2008-10-08,0.995,1.114,0.882,0.893,NaN,NaN
2008-10-09,0.835,1.204,0.835,1.131,NaN,NaN
2008-10-10,1.344,1.344,1.029,1.034,NaN,NaN
2008-10-13,0.784,0.839,0.708,0.718,NaN,NaN
2008-10-14,0.514,0.832,0.503,0.816,NaN,NaN
2008-10-15,0.724,0.964,0.589,0.909,NaN,NaN
2008-10-16,0.918,1.173,0.857,1.027,NaN,NaN
2008-10-17,0.952,1.464,0.853,0.855,NaN,NaN
2008-10-20,0.5,0.638,0.5,0.637,NaN,NaN
2008-10-21,0.706,0.863,0.672,0.795,NaN,NaN
2008-10-22,4.221,4.271,1.074,1.077,NaN,NaN
2008-10-23,0.702,1.059,0.681,1.047,NaN,NaN
2008-10-24,0.96,1.266,0.96,1.004,NaN,NaN
2008-10-27,0.589,1.017,0.589,0.958,NaN,NaN
2008-10-28,0.452,0.894,0.452,0.686,NaN,NaN
2008-10-29,0.718,0.718,0.605,0.629,NaN,NaN
2008-10-30,0.448,0.711,0.428,0.705,NaN,NaN
2008-10-31,0.796,1.013,0.749,0.759,NaN,NaN
